Well_ID,Well_Name,X_UTM_m,Y_UTM_m,CRS_EPSG,Field,Block,Quadrant,Trajectory,Status,Completion_Type,Spud_Date,Completion_Date,KB_Elevation_m,Water_Depth_m,Top_Reservoir_TVDSS_m,Gross_Thickness_m,Net_to_Gross_frac,NetPay_m,Porosity_frac,Permeability_mD,Water_Saturation_frac,Oil_Saturation_frac,Gas_Saturation_frac,Total_Depth_MD_m,Total_Depth_TVDSS_m,Deviation_Azimuth_deg,Max_Inclination_deg,Lateral_Length_m,Distance_to_Nearest_Fault_m,Nearest_Fault_ID,Reservoir_Quality_Index
KW-2131,Kimbala-2131,492892.25,784562.62,32632,Kimbala,B03-01,SW,Horizontal,DryHole,Dry,2018-04-05,2018-05-09,146.0,44.9,2630.2,64.1,0.261,15.6,0.116,11.8,0.643,0.299,0.058,4763.3,3203.2,312.4,86.1,2722.6,314.1,F01,33.0
KW-2132,Kimbala-2132,521246.51,792944.13,32632,Kimbala,B04-06,NE,Vertical,Appraisal,Suspended,2022-05-21,2022-09-06,140.6,22.4,2503.2,42.1,0.421,15.4,0.135,16.3,0.641,0.254,0.104,3241.5,2966.6,,2.4,0.0,1446.1,F06,37.4
KW-2133,Kimbala-2133,525436.46,795287.46,32632,Kimbala,B05-06,NE,Deviated,Producer,Oil,2023-08-25,2023-11-11,128.9,7.7,2463.4,61.0,0.496,28.3,0.134,18.1,0.554,0.379,0.067,3212.7,3212.7,124.5,27.1,737.1,2207.4,F06,40.8
KW-2134,Kimbala-2134,516396.49,772650.97,32632,Kimbala,B01-05,SE,Vertical,Abandoned,Plugged,2022-01-10,2022-03-26,132.1,53.2,2930.0,61.6,0.496,25.6,0.145,8.4,0.674,0.247,0.079,3449.4,3396.4,,3.1,0.0,958.3,F06,39.9
KW-2135,Kimbala-2135,520280.9,795033.36,32632,Kimbala,B04-06,NE,Vertical,Injector,WaterInjector,2019-09-02,2019-12-05,139.3,33.3,2512.4,71.5,0.465,28.0,0.154,10.2,0.62,0.316,0.064,3038.8,3004.4,,5.8,0.0,2166.1,F05,42.7
KW-2136,Kimbala-2136,520913.55,785522.79,32632,Kimbala,B03-06,NE,Horizontal,Producer,Oil+Gas,2020-02-01,2020-04-17,151.5,44.5,2547.0,58.6,0.414,22.5,0.172,76.1,0.643,0.268,0.089,4239.7,3161.6,155.1,81.9,1612.5,327.7,F06,50.6
KW-2137,Kimbala-2137,518110.74,798849.94,32632,Kimbala,B05-05,NE,Vertical,Appraisal,Suspended,2022-09-12,2022-12-31,143.5,52.3,2489.8,40.3,0.387,14.8,0.111,5.4,0.721,0.296,0.0,2823.8,2823.8,,7.3,0.0,942.1,F05,29.8
KW-2138,Kimbala-2138,522322.84,781484.36,32632,Kimbala,B02-06,SE,Horizontal,Producer,Oil,2023-08-28,2023-12-13,148.2,77.9,2645.7,45.3,0.572,24.2,0.156,13.2,0.332,0.664,0.003,4751.8,3119.1,244.2,79.2,2135.0,1841.0,F06,42.9
KW-2139,Kimbala-2139,522571.14,786824.84,32632,Kimbala,B03-06,NE,Deviated,Producer,Oil,2016-05-29,2016-06-24,147.2,18.5,2523.6,42.2,0.489,19.0,0.146,42.9,0.592,0.342,0.066,3027.6,3027.6,344.3,38.6,433.3,1044.7,F06,43.2
KW-2140,Kimbala-2140,499528.93,790061.37,32632,Kimbala,B04-02,NW,Vertical,Abandoned,Plugged,2017-02-06,2017-04-18,126.1,44.7,2483.8,46.0,0.515,17.4,0.146,17.8,0.563,0.406,0.031,2981.5,2981.5,,3.8,0.0,3252.5,F03,40.1
KW-2141,Kimbala-2141,513426.76,776493.41,32632,Kimbala,B01-04,SE,Vertical,Appraisal,Suspended,2024-07-15,2024-10-25,147.1,37.1,2827.9,39.0,0.373,12.7,0.075,6.1,0.755,0.135,0.111,3430.9,3430.9,,3.8,0.0,489.5,F05,23.0
KW-2142,Kimbala-2142,500239.78,785137.52,32632,Kimbala,B03-02,NW,Deviated,Producer,Oil+Gas,2017-07-21,2017-10-20,130.0,64.5,2563.5,47.3,0.387,15.7,0.161,32.4,0.625,0.371,0.004,3095.2,2984.7,263.3,25.8,1114.5,3991.4,F03,44.4
KW-2143,Kimbala-2143,493128.13,786952.28,32632,Kimbala,B03-01,NW,Vertical,Producer,Oil,2020-06-06,2020-08-15,155.3,33.0,2610.8,38.8,0.583,22.4,0.12,20.8,0.747,0.219,0.034,3159.7,3159.7,,2.4,0.0,133.0,F01,37.2
KW-2144,Kimbala-2144,509366.32,775250.0,32632,Kimbala,B01-04,SW,Deviated,DryHole,Dry,2016-02-02,2016-06-09,154.1,10.9,2847.1,66.1,0.47,24.9,0.117,9.7,0.541,0.436,0.023,3422.1,3422.1,151.7,39.9,482.5,2784.7,F04,35.0
KW-2145,Kimbala-2145,507000.07,780602.18,32632,Kimbala,B02-03,SW,Deviated,DryHole,Dry,2021-07-30,2021-12-06,164.8,44.7,2652.6,71.7,0.523,33.1,0.175,95.1,0.584,0.351,0.065,3087.2,3087.2,106.5,27.7,496.3,971.8,F04,54.6
KW-2146,Kimbala-2146,510108.63,787700.57,32632,Kimbala,B03-04,NE,Deviated,Producer,Oil,2022-12-15,2023-02-13,135.8,27.6,2536.7,50.1,0.48,22.7,0.103,11.8,0.676,0.27,0.054,2935.6,2935.6,145.1,39.1,553.0,48.2,F04,32.4
KW-2147,Kimbala-2147,517559.35,781510.3,32632,Kimbala,B02-05,SE,Horizontal,DryHole,Dry,2018-08-03,2019-01-10,156.7,44.2,2680.6,70.3,0.345,22.0,0.147,40.6,0.576,0.36,0.064,4663.4,3391.1,294.9,88.0,1952.9,2836.4,F06,44.0
KW-2148,Kimbala-2148,502380.32,776361.15,32632,Kimbala,B01-03,SW,Vertical,Appraisal,Suspended,2019-05-08,2019-06-07,144.7,28.1,2786.3,25.2,0.572,13.1,0.153,9.6,0.575,0.363,0.062,3277.6,3179.2,,3.5,0.0,4235.6,F04,38.6
KW-2149,Kimbala-2149,512256.17,775543.62,32632,Kimbala,B01-04,SE,Vertical,Producer,Oil,2020-05-02,2020-08-28,144.4,43.3,2830.1,57.6,0.391,20.1,0.116,7.4,0.665,0.31,0.024,3624.4,3624.4,,7.1,0.0,392.2,F05,32.8
KW-2150,Kimbala-2150,503653.49,790842.96,32632,Kimbala,B04-03,NW,Vertical,Producer,Gas,2022-01-09,2022-03-28,154.1,23.8,2507.3,64.6,0.49,29.2,0.143,34.5,0.562,0.355,0.083,3091.8,2985.3,,3.9,0.0,7024.9,F04,44.6
KW-2151,Kimbala-2151,511600.66,782079.65,32632,Kimbala,B02-04,SE,Vertical,Injector,WaterInjector,2016-01-30,2016-04-24,152.1,27.8,2625.8,73.6,0.716,48.8,0.205,390.8,0.618,0.359,0.023,3179.4,3179.4,,4.6,0.0,2750.9,F05,68.4
KW-2152,Kimbala-2152,506149.84,787036.2,32632,Kimbala,B03-03,NW,Deviated,DryHole,Dry,2018-03-18,2018-05-11,153.8,44.9,2491.1,84.5,0.545,37.5,0.168,78.0,0.545,0.436,0.02,2994.3,2994.3,219.1,32.5,980.2,3571.5,F04,53.7
KW-2153,Kimbala-2153,517317.31,797136.42,32632,Kimbala,B05-05,NE,Vertical,Abandoned,Plugged,2020-02-20,2020-04-25,138.3,32.5,2519.3,53.9,0.603,30.3,0.119,10.3,0.539,0.44,0.021,3173.1,3173.1,,3.6,0.0,1250.6,F05,37.0
KW-2154,Kimbala-2154,500321.02,781628.97,32632,Kimbala,B02-02,SW,Vertical,Abandoned,Plugged,2021-08-13,2021-12-20,141.1,42.4,2665.4,41.1,0.357,11.5,0.142,20.2,0.499,0.476,0.025,3141.6,3141.6,,2.9,0.0,4092.7,F03,38.4
KW-2155,Kimbala-2155,511943.82,796054.83,32632,Kimbala,B05-04,NE,Vertical,Injector,GasInjector,2019-09-29,2020-01-12,149.8,0.0,2511.4,19.1,0.47,9.5,0.117,20.5,0.579,0.342,0.079,3082.0,3082.0,,2.7,0.0,31.7,F04,33.3
KW-2156,Kimbala-2156,526479.61,792043.67,32632,Kimbala,B04-07,NE,Vertical,Abandoned,Plugged,2023-01-16,2023-05-13,169.8,15.3,2479.6,62.6,0.397,26.7,0.162,18.2,0.504,0.492,0.004,2868.2,2868.2,,6.3,0.0,3862.2,F06,45.5
KW-2157,Kimbala-2157,493147.76,790056.82,32632,Kimbala,B04-01,NW,Vertical,DryHole,Dry,2021-11-17,2022-01-20,133.5,54.5,2565.6,54.1,0.333,15.7,0.133,10.5,0.497,0.441,0.062,3031.4,3031.4,,1.4,0.0,689.4,F02,35.9
KW-2158,Kimbala-2158,505762.24,784456.74,32632,Kimbala,B03-03,SW,Vertical,Producer,Oil,2022-08-22,2023-01-16,137.9,15.3,2582.3,68.1,0.518,33.7,0.149,55.3,0.62,0.31,0.07,3223.7,3034.7,,2.9,0.0,3229.2,F04,48.2
KW-2159,Kimbala-2159,520579.62,783984.3,32632,Kimbala,B03-06,SE,Vertical,DryHole,Dry,2017-11-19,2018-03-20,152.8,51.6,2583.6,45.2,0.464,20.9,0.123,85.9,0.533,0.448,0.019,3190.5,3190.5,,4.3,0.0,355.6,F06,41.6
KW-2160,Kimbala-2160,501528.31,782010.7,32632,Kimbala,B02-02,SW,Vertical,Producer,Oil,2018-10-28,2019-03-25,149.0,34.2,2616.3,48.0,0.48,22.9,0.166,33.5,0.651,0.329,0.02,3074.0,3074.0,,1.1,0.0,5297.8,F03,47.1
KW-2161,Kimbala-2161,523069.35,792309.93,32632,Kimbala,B04-06,NE,Vertical,Appraisal,Suspended,2016-07-03,2016-10-29,126.4,30.7,2542.9,45.0,0.291,11.8,0.123,11.2,0.619,0.377,0.005,2853.7,2853.7,,5.3,0.0,465.3,F06,33.2
KW-2162,Kimbala-2162,500384.61,774489.94,32632,Kimbala,B01-02,SW,Vertical,Producer,Oil,2017-10-05,2018-01-12,145.2,36.9,2859.0,69.8,0.532,34.7,0.139,12.9,0.677,0.262,0.061,3312.5,3312.5,,1.5,0.0,4197.1,F03,42.4
KW-2163,Kimbala-2163,512437.49,786228.29,32632,Kimbala,B03-04,NE,Vertical,Appraisal,Suspended,2021-12-21,2022-05-02,139.9,27.1,2576.9,51.2,0.54,23.9,0.122,58.8,0.661,0.27,0.069,3060.8,3049.3,,-0.5,0.0,2693.8,F04,41.1
KW-2164,Kimbala-2164,513014.46,781503.02,32632,Kimbala,B02-04,SE,Vertical,Producer,Oil,2024-07-05,2024-10-15,139.2,24.6,2691.0,91.2,0.485,35.0,0.197,145.6,0.397,0.58,0.023,3244.9,3244.9,,6.5,0.0,1234.6,F05,60.4
KW-2165,Kimbala-2165,521226.29,785940.63,32632,Kimbala,B03-06,NE,Deviated,Producer,Oil,2020-08-04,2020-09-18,152.7,61.6,2536.9,70.2,0.416,25.2,0.205,88.2,0.461,0.519,0.02,2964.8,2964.8,343.5,52.0,814.2,102.3,F06,57.8
KW-2166,Kimbala-2166,510694.3,797602.94,32632,Kimbala,B05-04,NE,Deviated,DryHole,Dry,2024-08-28,2024-11-27,144.9,14.2,2449.7,46.6,0.571,24.1,0.127,9.7,0.549,0.404,0.047,2951.8,2951.8,357.5,43.9,1173.6,1578.9,F04,36.6
KW-2167,Kimbala-2167,519550.07,778167.13,32632,Kimbala,B02-05,SE,Horizontal,Appraisal,Suspended,2020-09-06,2020-11-18,167.0,35.5,2746.0,43.4,0.37,12.3,0.129,10.5,0.665,0.261,0.074,4715.4,3765.3,80.5,85.9,2102.7,80.5,F06,34.2
KW-2168,Kimbala-2168,518162.61,776808.61,32632,Kimbala,B01-05,SE,Vertical,Producer,Oil,2018-09-13,2018-10-21,160.9,20.9,2799.8,45.5,0.389,13.4,0.117,6.4,0.617,0.365,0.017,3301.2,3301.2,,2.4,0.0,863.7,F06,31.0
KW-2169,Kimbala-2169,504241.07,785331.47,32632,Kimbala,B03-03,NW,Horizontal,Producer,Oil,2019-08-23,2020-03-25,135.3,20.6,2571.5,85.8,0.556,40.7,0.184,103.0,0.535,0.359,0.105,4521.7,3435.1,84.7,88.5,2196.2,4933.2,F04,58.4
KW-2170,Kimbala-2170,518044.7,774369.43,32632,Kimbala,B01-05,SE,Vertical,DryHole,Dry,2018-01-03,2018-02-22,149.7,10.0,2888.6,18.0,0.356,5.8,0.122,18.5,0.63,0.357,0.013,3302.8,3302.8,,3.5,0.0,66.7,F06,32.9
KW-2171,Kimbala-2171,505608.79,784862.3,32632,Kimbala,B03-03,SW,Vertical,Producer,Oil,2023-05-29,2023-09-21,155.6,55.1,2549.1,68.8,0.476,27.9,0.173,45.6,0.589,0.359,0.052,3047.2,3047.2,,1.9,0.0,3489.0,F04,50.6
KW-2172,Kimbala-2172,510848.94,794267.22,32632,Kimbala,B04-04,NE,Deviated,DryHole,Dry,2017-01-29,2017-03-22,143.2,13.3,2499.1,31.6,0.431,12.4,0.095,6.7,0.67,0.277,0.053,3125.9,2982.4,356.3,46.4,772.6,726.0,F04,26.9
KW-2173,Kimbala-2173,516774.62,786860.12,32632,Kimbala,B03-05,NE,Deviated,Producer,Gas,2024-01-27,2024-05-20,140.6,7.6,2537.3,67.4,0.569,35.4,0.144,97.2,0.603,0.368,0.03,3153.6,3153.6,356.1,23.0,1047.9,963.1,F05,49.5
KW-2174,Kimbala-2174,517033.76,782800.78,32632,Kimbala,B02-05,SE,Horizontal,Producer,Oil,2017-10-19,2017-12-13,131.1,78.5,2663.6,72.0,0.55,37.6,0.15,105.3,0.641,0.304,0.054,4349.9,3506.6,146.6,78.5,1217.0,2293.9,F05,51.3
KW-2175,Kimbala-2175,495165.63,789961.19,32632,Kimbala,B04-01,NW,Deviated,Appraisal,Suspended,2023-12-11,2024-04-20,165.2,23.9,2581.7,60.5,0.409,19.3,0.118,7.3,0.482,0.427,0.09,3161.0,3161.0,87.4,26.6,522.3,974.0,F01,32.9
KW-2176,Kimbala-2176,510219.36,789216.49,32632,Kimbala,B04-04,NE,Deviated,DryHole,Dry,2021-07-08,2021-10-09,150.5,22.5,2554.7,57.8,0.426,22.6,0.096,20.2,0.642,0.333,0.026,2940.0,2940.0,43.2,55.0,706.0,265.4,F04,32.8
KW-2177,Kimbala-2177,512662.79,773584.14,32632,Kimbala,B01-04,SE,Vertical,Abandoned,Plugged,2023-04-03,2023-08-04,140.6,33.8,2865.2,31.3,0.379,11.1,0.124,12.8,0.723,0.176,0.101,3317.3,3317.3,,1.4,0.0,512.5,F05,33.6
KW-2178,Kimbala-2178,507301.63,792517.54,32632,Kimbala,B04-03,NW,Vertical,DryHole,Dry,2024-06-28,2024-08-24,144.5,19.7,2507.1,55.0,0.438,20.4,0.167,25.9,0.512,0.428,0.06,3232.0,3189.8,,3.2,0.0,3825.8,F04,45.9
KW-2179,Kimbala-2179,520720.73,785131.06,32632,Kimbala,B03-06,NE,Horizontal,Injector,WaterInjector,2022-01-29,2022-05-23,162.7,44.3,2578.4,63.2,0.346,23.5,0.151,116.7,0.49,0.492,0.018,4351.5,3606.1,212.1,87.2,1754.5,440.5,F06,48.3
KW-2180,Kimbala-2180,524700.6,790524.08,32632,Kimbala,B04-06,NE,Horizontal,Producer,Oil+Gas,2019-12-23,2020-01-21,148.9,32.9,2493.8,42.3,0.337,12.8,0.104,28.1,0.506,0.456,0.038,4407.0,3281.6,272.3,89.8,1934.1,2413.1,F06,32.8
KW-2181,Kimbala-2181,496721.91,777928.89,32632,Kimbala,B02-02,SW,Deviated,DryHole,Dry,2024-07-28,2024-09-20,145.9,40.9,2771.7,63.7,0.292,15.2,0.119,8.5,0.642,0.341,0.017,3170.7,3170.7,56.3,35.1,1096.9,514.8,F03,32.6
KW-2182,Kimbala-2182,506060.95,778262.5,32632,Kimbala,B02-03,SW,Vertical,Appraisal,Suspended,2014-10-27,2015-01-29,138.1,0.9,2713.7,40.0,0.444,18.2,0.132,43.4,0.786,0.221,0.0,3226.7,3171.9,,5.3,0.0,1225.9,F04,40.5
KW-2183,Kimbala-2183,502265.08,774983.11,32632,Kimbala,B01-03,SW,Deviated,Appraisal,Suspended,2020-05-14,2020-06-08,155.1,43.0,2844.4,63.6,0.439,24.8,0.085,7.1,0.792,0.182,0.025,3322.3,3322.3,228.9,26.7,467.5,3964.5,F04,28.3
KW-2184,Kimbala-2184,501314.53,787323.27,32632,Kimbala,B03-02,NW,Vertical,DryHole,Dry,2022-01-07,2022-04-01,161.9,35.3,2526.3,74.8,0.346,24.2,0.168,106.7,0.496,0.454,0.05,2756.8,2756.8,,1.7,0.0,5053.7,F03,51.3
KW-2185,Kimbala-2185,506991.79,780958.13,32632,Kimbala,B02-03,SW,Deviated,Appraisal,Suspended,2022-10-20,2022-12-30,140.4,18.7,2653.3,66.0,0.702,45.4,0.161,25.2,0.527,0.367,0.106,3178.9,3178.9,25.8,53.4,474.8,1078.4,F04,51.0
KW-2186,Kimbala-2186,518862.47,796387.83,32632,Kimbala,B05-05,NE,Deviated,Appraisal,Suspended,2021-11-05,2022-02-24,145.9,41.2,2520.2,49.0,0.359,19.2,0.114,12.0,0.649,0.377,0.0,3033.3,3033.3,67.9,31.7,702.3,438.2,F05,33.6
KW-2187,Kimbala-2187,519265.33,780542.81,32632,Kimbala,B02-05,SE,Deviated,Producer,Oil,2021-01-15,2021-03-07,134.0,44.4,2691.1,47.7,0.523,25.6,0.114,34.6,0.599,0.359,0.042,3274.3,3274.3,108.1,37.6,1193.4,974.6,F06,38.4
KW-2188,Kimbala-2188,518784.14,775462.88,32632,Kimbala,B01-05,SE,Deviated,Producer,Gas,2022-06-04,2022-10-06,140.0,29.5,2828.2,41.3,0.484,19.4,0.12,5.9,0.629,0.332,0.038,3301.0,3301.0,207.6,38.7,967.2,213.4,F06,32.8
KW-2189,Kimbala-2189,494850.75,780927.33,32632,Kimbala,B02-01,SW,Horizontal,Producer,Oil+Gas,2024-02-11,2024-08-03,141.6,22.0,2662.8,64.5,0.247,14.2,0.108,17.3,0.772,0.229,0.0,4471.5,3547.4,34.9,82.5,1807.3,1373.5,F03,32.4
KW-2190,Kimbala-2190,521249.49,778125.81,32632,Kimbala,B02-06,SE,Deviated,DryHole,Dry,2021-05-10,2021-06-27,144.0,38.6,2719.1,44.0,0.318,11.2,0.132,5.7,0.662,0.257,0.081,3205.7,3148.4,66.4,54.6,1199.1,1512.6,F06,32.9
KW-2191,Kimbala-2191,523238.7,789058.7,32632,Kimbala,B03-06,NE,Deviated,Producer,Oil+Gas,2021-06-26,2021-09-24,146.7,59.0,2504.7,43.5,0.388,14.1,0.132,35.2,0.571,0.372,0.057,2942.9,2942.9,164.6,36.2,956.2,1264.5,F06,38.8
KW-2192,Kimbala-2192,499639.7,786843.89,32632,Kimbala,B03-02,NW,Vertical,Producer,Oil,2023-09-14,2023-11-11,132.6,33.6,2564.9,54.0,0.43,16.1,0.119,50.4,0.723,0.254,0.023,3092.5,3092.5,,8.4,0.0,3381.6,F03,38.1
KW-2193,Kimbala-2193,510332.67,789669.71,32632,Kimbala,B04-04,NE,Vertical,Injector,WaterInjector,2020-10-09,2020-11-18,163.6,45.4,2534.9,18.0,0.385,6.1,0.11,6.4,0.645,0.305,0.051,2957.6,2957.6,,4.6,0.0,263.5,F04,27.9
KW-2194,Kimbala-2194,501828.64,790761.65,32632,Kimbala,B04-03,NW,Vertical,Injector,WaterInjector,2022-11-16,2022-12-30,144.2,54.9,2509.2,68.0,0.428,28.9,0.155,44.9,0.574,0.398,0.029,2992.0,2992.0,,2.9,0.0,5548.1,F03,47.4
KW-2195,Kimbala-2195,503478.74,786510.59,32632,Kimbala,B03-03,NW,Vertical,DryHole,Dry,2016-01-04,2016-02-06,142.2,51.1,2487.8,70.9,0.359,24.9,0.186,97.1,0.515,0.478,0.007,2943.0,2943.0,,1.8,0.0,5992.4,F04,54.5
KW-2196,Kimbala-2196,498259.31,790279.29,32632,Kimbala,B04-02,NW,Vertical,Producer,Oil,2023-03-03,2023-06-24,148.0,41.3,2508.5,43.4,0.5,20.1,0.138,7.9,0.607,0.332,0.061,2963.5,2963.5,,4.1,0.0,1981.6,F03,37.0
KW-2197,Kimbala-2197,521074.5,787029.6,32632,Kimbala,B03-06,NE,Horizontal,DryHole,Dry,2019-04-09,2019-08-27,150.2,61.9,2546.2,76.9,0.382,24.8,0.183,84.3,0.486,0.472,0.041,4788.0,3032.8,46.0,84.2,2667.1,463.2,F06,53.6
KW-2198,Kimbala-2198,518645.44,789851.0,32632,Kimbala,B04-05,NE,Deviated,Producer,Oil,2020-11-24,2021-04-04,154.9,49.2,2529.8,69.2,0.616,39.7,0.145,34.3,0.658,0.278,0.064,3035.8,2990.4,20.7,21.0,703.3,1969.8,F05,47.6
KW-2199,Kimbala-2199,503627.61,793999.09,32632,Kimbala,B04-03,NW,Vertical,Appraisal,Suspended,2019-04-25,2019-08-06,137.2,48.8,2496.1,39.1,0.235,7.6,0.155,30.1,0.5,0.457,0.043,3068.9,3068.9,,2.7,0.0,6894.6,F03,40.9
KW-2200,Kimbala-2200,501257.03,787293.05,32632,Kimbala,B03-02,NW,Vertical,Producer,Gas,2023-01-02,2023-04-26,135.5,46.1,2561.0,68.8,0.468,29.0,0.141,28.1,0.6,0.411,0.0,2915.6,2915.6,,3.1,0.0,4996.3,F03,43.6
KW-2201,Kimbala-2201,518821.38,781867.82,32632,Kimbala,B02-05,SE,Vertical,Producer,Oil+Gas,2019-10-10,2019-11-09,166.2,59.9,2630.8,51.3,0.505,22.8,0.137,18.2,0.492,0.461,0.047,3048.2,3048.2,,0.7,0.0,1668.1,F06,40.0
KW-2202,Kimbala-2202,501571.39,784136.32,32632,Kimbala,B03-02,SW,Horizontal,Producer,Oil+Gas,2018-02-03,2018-05-05,160.2,24.0,2571.3,79.4,0.368,25.4,0.129,24.5,0.594,0.316,0.09,5219.2,3288.8,294.8,89.2,2778.0,5328.7,F03,40.0
KW-2203,Kimbala-2203,511014.82,789839.88,32632,Kimbala,B04-04,NE,Deviated,Injector,WaterInjector,2023-09-12,2024-01-09,136.4,15.8,2509.7,48.8,0.313,14.4,0.116,18.9,0.686,0.298,0.016,2857.2,2857.2,297.8,35.9,479.4,367.6,F04,34.2
KW-2204,Kimbala-2204,498816.52,791178.39,32632,Kimbala,B04-02,NW,Vertical,Producer,Gas,2024-03-08,2024-05-13,141.9,6.5,2521.5,67.4,0.441,26.3,0.167,36.6,0.617,0.393,0.0,2955.1,2955.1,,2.6,0.0,2533.7,F03,48.5
KW-2205,Kimbala-2205,521874.68,795358.39,32632,Kimbala,B05-06,NE,Vertical,Producer,Oil+Gas,2018-12-19,2019-05-10,153.5,28.4,2509.2,40.9,0.436,14.1,0.127,8.7,0.688,0.229,0.083,2979.8,2979.8,,-0.9,0.0,1300.1,F06,33.9
KW-2206,Kimbala-2206,505949.44,773695.25,32632,Kimbala,B01-03,SW,Horizontal,DryHole,Dry,2018-08-04,2019-02-07,131.2,23.6,2882.5,40.3,0.411,16.3,0.107,7.6,0.578,0.347,0.075,4512.9,3909.3,94.6,91.1,1416.2,67.6,F04,30.3
KW-2207,Kimbala-2207,506833.09,777685.22,32632,Kimbala,B02-03,SW,Deviated,Appraisal,Suspended,2016-10-06,2016-11-26,147.2,54.0,2746.1,46.8,0.508,20.9,0.13,31.4,0.625,0.271,0.104,3228.1,3228.1,174.1,24.4,1119.4,324.1,F04,39.9
KW-2208,Kimbala-2208,506438.99,787994.31,32632,Kimbala,B03-03,NW,Deviated,Producer,Oil,2022-10-29,2022-12-05,129.3,36.5,2532.1,67.4,0.533,29.3,0.123,94.4,0.472,0.462,0.065,2830.0,2830.0,317.3,37.5,1032.1,3559.1,F04,44.0
KW-2209,Kimbala-2209,521232.32,784144.41,32632,Kimbala,B03-06,SE,Deviated,DryHole,Dry,2020-06-12,2020-07-19,156.9,34.8,2601.8,54.3,0.483,25.3,0.145,43.0,0.488,0.453,0.059,3019.3,3019.3,223.4,32.7,421.7,253.4,F06,44.7
KW-2210,Kimbala-2210,503201.53,775716.96,32632,Kimbala,B01-03,SW,Vertical,Producer,Oil+Gas,2024-10-19,2024-12-31,133.5,29.2,2809.3,60.9,0.451,23.9,0.131,14.5,0.571,0.376,0.053,3062.0,3062.0,,4.9,0.0,3268.1,F04,38.4
KW-2211,Kimbala-2211,511719.46,797806.22,32632,Kimbala,B05-04,NE,Vertical,Producer,Oil,2017-07-27,2017-10-31,157.6,56.2,2524.2,54.4,0.445,19.3,0.148,19.2,0.487,0.449,0.064,2963.0,2963.0,,6.7,0.0,619.5,F04,41.2
KW-2212,Kimbala-2212,494185.33,787264.11,32632,Kimbala,B03-01,NW,Horizontal,Producer,Oil,2015-03-06,2015-05-11,144.9,50.0,2583.2,38.2,0.316,10.5,0.121,10.7,0.574,0.324,0.101,4189.7,3450.2,44.3,84.3,1423.5,793.5,F01,32.4
KW-2213,Kimbala-2213,505668.34,779284.31,32632,Kimbala,B02-03,SW,Deviated,Appraisal,Suspended,2021-05-17,2021-07-23,157.3,27.1,2724.3,60.6,0.511,28.9,0.154,88.0,0.618,0.311,0.072,3171.9,3171.9,37.5,26.6,1011.5,1886.3,F04,49.3
KW-2214,Kimbala-2214,511513.49,779761.35,32632,Kimbala,B02-04,SE,Horizontal,DryHole,Dry,2024-06-25,2024-12-31,134.2,30.8,2704.4,73.5,0.444,32.0,0.132,64.2,0.533,0.371,0.096,5122.1,3702.0,91.1,83.8,2550.9,2217.5,F05,45.1
KW-2215,Kimbala-2215,507293.03,794789.35,32632,Kimbala,B04-03,NW,Horizontal,Abandoned,Plugged,2015-09-11,2015-11-16,148.8,63.2,2497.4,49.3,0.406,17.1,0.13,9.0,0.627,0.309,0.064,4791.3,3257.7,88.0,87.8,2609.2,4312.2,F04,35.3
KW-2216,Kimbala-2216,500950.92,779088.26,32632,Kimbala,B02-02,SW,Horizontal,Appraisal,Suspended,2023-05-28,2023-12-01,147.3,29.2,2702.0,53.6,0.559,22.7,0.142,42.2,0.425,0.527,0.048,5039.9,3662.9,41.1,80.1,2527.4,4737.1,F03,43.5
KW-2217,Kimbala-2217,502564.67,774358.41,32632,Kimbala,B01-03,SW,Vertical,Appraisal,Suspended,2022-10-08,2023-01-08,146.0,52.2,2843.6,70.8,0.416,23.3,0.106,6.1,0.556,0.386,0.058,3485.1,3485.1,,-1.4,0.0,3503.6,F04,31.4
KW-2218,Kimbala-2218,523678.3,789124.24,32632,Kimbala,B03-06,NE,Vertical,DryHole,Dry,2021-09-06,2022-01-05,165.1,15.2,2514.8,51.8,0.35,18.3,0.123,58.8,0.466,0.499,0.035,3085.3,3085.3,,4.4,0.0,1682.9,F06,39.8
KW-2219,Kimbala-2219,496191.88,783303.45,32632,Kimbala,B03-02,SW,Deviated,Producer,Oil,2021-05-26,2021-08-01,153.8,4.9,2619.2,36.3,0.386,12.6,0.148,8.4,0.659,0.331,0.009,2988.0,2988.0,49.5,55.0,475.1,45.9,F03,37.2
KW-2220,Kimbala-2220,500966.94,791965.54,32632,Kimbala,B04-02,NW,Vertical,Appraisal,Suspended,2024-04-23,2024-06-15,147.8,42.6,2469.9,59.3,0.423,23.2,0.169,41.8,0.527,0.465,0.008,3083.9,3029.2,,4.0,0.0,4549.3,F03,48.5
KW-2221,Kimbala-2221,508552.47,785371.95,32632,Kimbala,B03-04,NW,Horizontal,Producer,Oil+Gas,2019-05-07,2019-08-11,134.3,10.3,2578.5,63.9,0.528,31.9,0.159,13.8,0.561,0.41,0.029,4352.8,3052.1,136.0,81.3,1370.2,801.8,F04,45.5
KW-2222,Kimbala-2222,502084.57,791752.37,32632,Kimbala,B04-03,NW,Horizontal,DryHole,Dry,2018-09-15,2018-12-22,120.3,10.5,2509.5,47.0,0.48,20.3,0.114,49.3,0.617,0.332,0.051,4842.5,3306.5,123.5,82.2,2856.4,5670.5,F03,38.1
