X_UTM_m,Y_UTM_m,Top_Reservoir_TVDSS_m,Gross_Thickness_m,Porosity_frac,Permeability_mD,Distance_to_Fault_m,SweetSpot_Index
518822.1,791124.2,2527.2,36.6,0.108,7.8,1801.0,0.004
518822.1,791474.2,2526.3,32.2,0.099,12.4,1707.8,0.002
518822.1,791824.2,2525.5,55.9,0.1,5.0,1614.6,0.001
518822.1,792174.2,2524.8,44.4,0.121,8.0,1521.4,0.001
518822.1,792524.2,2524.2,42.4,0.11,5.5,1428.1,0.0
518822.1,792874.2,2523.7,41.1,0.131,6.8,1334.9,0.0
518822.1,793224.2,2523.1,44.7,0.112,5.7,1241.7,0.0
518822.1,793574.2,2522.6,44.5,0.124,11.5,1148.5,0.0
518822.1,793924.2,2522.0,43.8,0.111,5.7,1055.3,0.0
518822.1,794274.2,2521.4,34.6,0.104,8.0,962.1,0.0
518822.1,794624.2,2520.7,45.2,0.099,9.1,868.9,0.0
518822.1,794974.2,2519.9,48.2,0.106,4.3,775.7,0.0
518822.1,795324.2,2519.0,38.1,0.119,6.9,682.5,0.0
518822.1,795674.2,2517.9,37.1,0.121,7.9,589.3,0.0
518822.1,796024.2,2516.7,54.4,0.12,3.7,496.0,0.0
518822.1,796374.2,2515.2,29.9,0.117,9.8,402.8,0.0
518822.1,796724.2,2513.6,33.8,0.112,6.9,309.6,0.0
518822.1,797074.2,2511.7,29.7,0.115,10.1,216.4,0.0
518822.1,797424.2,2509.6,34.4,0.125,5.9,123.2,0.0
518822.1,797774.2,2507.2,39.6,0.108,6.9,30.0,0.0
518822.1,798124.2,2504.6,31.3,0.112,4.2,63.2,0.0
519172.1,772224.2,2938.7,41.3,0.111,7.0,1777.1,0.0
519172.1,772574.2,2929.2,42.2,0.099,5.9,1647.0,0.0
519172.1,772924.2,2919.5,41.2,0.107,5.6,1517.0,0.0
519172.1,773274.2,2909.5,48.2,0.116,7.1,1386.9,0.0
519172.1,773624.2,2899.3,48.8,0.114,4.5,1256.8,0.0
519172.1,773974.2,2888.9,53.8,0.097,5.4,1126.8,0.0
519172.1,774324.2,2878.2,45.7,0.125,7.9,996.7,0.0
519172.1,774674.2,2867.5,44.6,0.099,8.8,866.6,0.0
519172.1,775024.2,2856.6,48.2,0.097,6.3,736.5,0.0
519172.1,775374.2,2845.5,39.8,0.103,5.4,606.5,0.0
519172.1,775724.2,2834.4,56.1,0.089,9.7,476.4,0.0
519172.1,776074.2,2823.1,46.8,0.13,4.7,346.3,0.0
519172.1,776424.2,2811.9,40.4,0.106,6.0,216.3,0.0
519172.1,776774.2,2800.6,43.4,0.102,5.2,86.2,0.0
519172.1,777124.2,2789.3,40.3,0.095,6.8,43.9,0.0
519172.1,777474.2,2778.0,38.7,0.094,6.5,173.9,0.0
519172.1,777824.2,2766.7,29.6,0.09,5.2,304.0,0.0
519172.1,778174.2,2755.6,51.1,0.105,6.2,434.1,0.0
519172.1,778524.2,2744.5,45.4,0.112,8.1,564.1,0.001
519172.1,778874.2,2733.5,30.7,0.128,6.0,694.2,0.001
519172.1,779224.2,2722.7,39.4,0.114,8.0,809.4,0.002
519172.1,779574.2,2712.0,48.1,0.105,7.7,877.5,0.004
519172.1,779924.2,2701.6,49.5,0.104,8.9,945.7,0.007
519172.1,780274.2,2691.3,36.1,0.124,9.3,1013.8,0.012
519172.1,780624.2,2681.2,46.7,0.108,12.1,1082.0,0.02
519172.1,780974.2,2671.4,36.9,0.107,19.9,1150.1,0.031
519172.1,781324.2,2661.9,46.5,0.128,16.3,1218.3,0.047
519172.1,781674.2,2652.6,42.0,0.133,35.2,1286.4,0.07
519172.1,782024.2,2643.6,51.4,0.125,37.5,1354.6,0.099
519172.1,782374.2,2634.9,54.4,0.116,34.3,1422.7,0.136
519172.1,782724.2,2626.5,63.2,0.123,45.8,1490.9,0.179
519172.1,783074.2,2618.5,59.4,0.147,29.7,1559.0,0.23
519172.1,783424.2,2610.8,61.6,0.143,73.3,1627.2,0.284
519172.1,783774.2,2603.4,65.5,0.149,60.7,1695.3,0.339
519172.1,784124.2,2596.4,69.2,0.151,78.0,1763.5,0.39
519172.1,784474.2,2589.8,75.3,0.179,67.3,1831.6,0.434
519172.1,784824.2,2583.5,70.7,0.153,98.8,1899.8,0.467
519172.1,785174.2,2577.6,77.2,0.169,83.4,1967.9,0.485
519172.1,785524.2,2572.0,70.4,0.179,141.6,2036.1,0.487
519172.1,785874.2,2566.8,75.2,0.169,58.5,2104.2,0.471
519172.1,786224.2,2562.0,82.4,0.185,138.2,2172.4,0.441
519172.1,786574.2,2557.5,73.8,0.166,72.5,2240.5,0.399
519172.1,786924.2,2553.3,59.9,0.163,66.2,2308.7,0.348
519172.1,787274.2,2549.5,57.6,0.152,63.9,2376.8,0.293
519172.1,787624.2,2546.0,54.3,0.138,50.9,2445.0,0.239
519172.1,787974.2,2542.9,54.0,0.15,38.7,2513.1,0.188
519172.1,788324.2,2540.0,43.3,0.146,27.6,2581.3,0.143
519172.1,788674.2,2537.5,49.6,0.15,37.0,2649.4,0.105
519172.1,789024.2,2535.2,51.6,0.154,14.0,2697.6,0.074
519172.1,789374.2,2533.1,46.8,0.156,24.3,2604.4,0.051
519172.1,789724.2,2531.3,48.0,0.127,12.9,2511.2,0.034
519172.1,790074.2,2529.8,47.2,0.108,11.5,2418.0,0.021
519172.1,790424.2,2528.4,53.1,0.138,14.4,2324.8,0.013
519172.1,790774.2,2527.2,49.6,0.114,11.0,2231.6,0.008
519172.1,791124.2,2526.2,46.8,0.126,10.9,2138.3,0.005
519172.1,791474.2,2525.3,52.0,0.124,6.8,2045.1,0.003
519172.1,791824.2,2524.5,47.2,0.12,9.3,1951.9,0.001
519172.1,792174.2,2523.9,53.3,0.124,15.8,1858.7,0.001
519172.1,792524.2,2523.3,51.6,0.127,6.7,1765.5,0.0
519172.1,792874.2,2522.7,41.7,0.106,7.2,1672.3,0.0
519172.1,793224.2,2522.2,56.0,0.115,6.7,1579.1,0.0
519172.1,793574.2,2521.6,40.7,0.109,4.7,1485.9,0.0
519172.1,793924.2,2521.0,45.4,0.119,5.5,1392.7,0.0
519172.1,794274.2,2520.4,44.2,0.107,7.9,1299.5,0.0
519172.1,794624.2,2519.7,31.6,0.109,6.1,1206.2,0.0
519172.1,794974.2,2518.9,44.0,0.113,7.7,1113.0,0.0
519172.1,795324.2,2518.0,42.4,0.138,5.2,1019.8,0.0
519172.1,795674.2,2516.9,46.3,0.122,8.2,926.6,0.0
519172.1,796024.2,2515.7,42.3,0.107,6.2,833.4,0.0
519172.1,796374.2,2514.2,35.4,0.108,5.8,740.2,0.0
519172.1,796724.2,2512.6,45.9,0.105,4.5,647.0,0.0
519172.1,797074.2,2510.7,31.7,0.12,9.1,553.8,0.0
519172.1,797424.2,2508.6,30.0,0.123,6.3,460.6,0.0
519172.1,797774.2,2506.3,49.2,0.103,6.3,367.4,0.0
519172.1,798124.2,2503.6,41.6,0.099,7.3,274.1,0.0
519522.1,772574.2,2928.1,44.1,0.116,7.6,1972.0,0.0
519522.1,772924.2,2918.3,42.5,0.14,10.0,1841.9,0.0
519522.1,773274.2,2908.3,37.7,0.123,13.0,1711.8,0.0
519522.1,773624.2,2898.1,45.1,0.109,11.9,1581.8,0.0
519522.1,773974.2,2887.7,51.9,0.12,8.4,1451.7,0.0
519522.1,774324.2,2877.1,39.5,0.119,5.8,1321.6,0.0
519522.1,774674.2,2866.3,42.0,0.09,7.8,1191.6,0.0
519522.1,775024.2,2855.4,46.2,0.102,5.6,1061.5,0.0
519522.1,775374.2,2844.4,40.2,0.105,5.7,931.4,0.0
519522.1,775724.2,2833.2,47.2,0.119,7.6,801.3,0.0
519522.1,776074.2,2822.0,42.5,0.127,8.9,671.3,0.0
519522.1,776424.2,2810.7,32.3,0.109,5.4,541.2,0.0
519522.1,776774.2,2799.4,52.5,0.11,7.6,411.1,0.0
519522.1,777124.2,2788.1,27.7,0.116,6.4,281.1,0.0
519522.1,777474.2,2776.8,32.2,0.09,6.7,151.0,0.0
519522.1,777824.2,2765.6,41.9,0.096,8.3,20.9,0.0
519522.1,778174.2,2754.4,42.5,0.088,6.3,109.1,0.0
519522.1,778524.2,2743.4,41.5,0.118,8.6,239.2,0.0
519522.1,778874.2,2732.4,31.5,0.112,6.2,369.3,0.001
519522.1,779224.2,2721.6,29.9,0.124,13.1,466.1,0.002
519522.1,779574.2,2710.9,43.4,0.111,8.1,534.2,0.003
519522.1,779924.2,2700.4,49.6,0.112,7.7,602.4,0.006
519522.1,780274.2,2690.1,47.5,0.1,12.8,670.5,0.01
519522.1,780624.2,2680.1,41.2,0.116,10.1,738.7,0.016
519522.1,780974.2,2670.3,51.8,0.12,9.0,806.8,0.025
519522.1,781324.2,2660.7,41.1,0.124,16.0,875.0,0.039
519522.1,781674.2,2651.4,45.9,0.111,18.8,943.1,0.058
519522.1,782024.2,2642.5,38.7,0.114,30.4,1011.3,0.084
519522.1,782374.2,2633.8,44.5,0.111,30.6,1079.4,0.116
519522.1,782724.2,2625.4,55.1,0.136,36.6,1147.6,0.156
519522.1,783074.2,2617.4,48.5,0.136,45.5,1215.7,0.202
519522.1,783424.2,2609.7,55.8,0.139,69.2,1283.9,0.252
519522.1,783774.2,2602.3,54.6,0.169,91.2,1352.0,0.305
519522.1,784124.2,2595.3,63.0,0.159,55.4,1420.2,0.356
519522.1,784474.2,2588.7,66.2,0.132,90.6,1488.3,0.401
519522.1,784824.2,2582.4,72.1,0.167,94.7,1556.5,0.437
519522.1,785174.2,2576.4,70.5,0.162,88.9,1624.6,0.459
519522.1,785524.2,2570.9,74.2,0.161,90.2,1692.8,0.467
519522.1,785874.2,2565.7,87.5,0.164,109.9,1760.9,0.458
519522.1,786224.2,2560.8,77.3,0.172,143.2,1829.1,0.434
519522.1,786574.2,2556.3,61.6,0.161,90.6,1897.2,0.397
519522.1,786924.2,2552.2,67.2,0.162,74.0,1965.4,0.351
519522.1,787274.2,2548.4,60.0,0.151,60.4,2033.5,0.299
519522.1,787624.2,2544.9,55.6,0.15,78.3,2101.7,0.247
519522.1,787974.2,2541.7,59.0,0.149,40.7,2169.8,0.197
519522.1,788324.2,2538.9,62.0,0.128,32.7,2238.0,0.151
519522.1,788674.2,2536.3,55.7,0.126,33.1,2306.1,0.112
519522.1,789024.2,2534.0,53.0,0.125,15.1,2374.3,0.081
519522.1,789374.2,2532.0,42.6,0.112,30.4,2442.4,0.056
519522.1,789724.2,2530.2,46.8,0.118,16.8,2510.6,0.037
519522.1,790074.2,2528.6,44.2,0.116,10.6,2578.7,0.024
519522.1,790424.2,2527.3,51.3,0.142,11.4,2646.9,0.015
519522.1,790774.2,2526.1,54.1,0.121,11.8,2568.9,0.009
519522.1,791124.2,2525.1,52.9,0.123,11.6,2475.7,0.005
519522.1,791474.2,2524.2,45.4,0.119,8.0,2382.5,0.003
519522.1,791824.2,2523.4,38.3,0.136,8.8,2289.3,0.002
519522.1,792174.2,2522.7,45.7,0.139,9.3,2196.1,0.001
519522.1,792524.2,2522.1,42.5,0.12,7.1,2102.9,0.0
519522.1,792874.2,2521.6,45.7,0.129,7.2,2009.7,0.0
519522.1,793224.2,2521.0,41.6,0.12,7.1,1916.4,0.0
519522.1,793574.2,2520.5,36.8,0.126,6.8,1823.2,0.0
519522.1,793924.2,2519.9,54.7,0.114,7.8,1730.0,0.0
519522.1,794274.2,2519.3,39.0,0.127,8.0,1636.8,0.0
519522.1,794624.2,2518.6,34.6,0.118,8.0,1543.6,0.0
519522.1,794974.2,2517.8,47.6,0.136,9.1,1450.4,0.0
519522.1,795324.2,2516.9,43.2,0.117,7.0,1357.2,0.0
519522.1,795674.2,2515.8,44.7,0.109,7.2,1264.0,0.0
519522.1,796024.2,2514.5,45.0,0.127,6.2,1170.8,0.0
519522.1,796374.2,2513.1,40.8,0.12,5.8,1077.6,0.0
519522.1,796724.2,2511.5,46.8,0.123,4.3,984.3,0.0
519522.1,797074.2,2509.6,43.0,0.116,6.8,891.1,0.0
519522.1,797424.2,2507.5,36.2,0.096,4.9,797.9,0.0
519522.1,797774.2,2505.1,48.8,0.12,9.8,704.7,0.0
519872.1,772924.2,2917.0,35.0,0.114,8.6,2166.8,0.0
519872.1,773274.2,2907.1,49.8,0.113,8.9,2036.8,0.0
519872.1,773624.2,2896.8,44.4,0.102,7.0,1906.7,0.0
519872.1,773974.2,2886.4,46.6,0.104,6.1,1776.6,0.0
519872.1,774324.2,2875.8,47.7,0.115,7.9,1646.6,0.0
519872.1,774674.2,2865.0,56.2,0.099,6.3,1516.5,0.0
519872.1,775024.2,2854.1,48.7,0.124,9.8,1386.4,0.0
519872.1,775374.2,2843.1,40.8,0.103,5.7,1256.3,0.0
519872.1,775724.2,2831.9,35.7,0.117,7.8,1126.3,0.0
519872.1,776074.2,2820.7,39.0,0.111,5.8,996.2,0.0
519872.1,776424.2,2809.4,37.2,0.086,6.8,866.1,0.0
519872.1,776774.2,2798.1,29.9,0.096,5.3,736.1,0.0
519872.1,777124.2,2786.8,40.2,0.106,9.6,606.0,0.0
519872.1,777474.2,2775.6,38.2,0.138,10.3,475.9,0.0
519872.1,777824.2,2764.3,48.3,0.121,8.8,345.9,0.0
519872.1,778174.2,2753.1,44.6,0.113,11.7,215.8,0.0
519872.1,778524.2,2742.1,45.0,0.117,5.2,85.7,0.0
519872.1,778874.2,2731.1,42.2,0.093,6.7,44.3,0.001
519872.1,779224.2,2720.3,38.7,0.128,10.7,122.8,0.001
519872.1,779574.2,2709.6,42.3,0.101,7.2,190.9,0.002
519872.1,779924.2,2699.1,41.5,0.111,12.5,259.1,0.004
519872.1,780274.2,2688.9,46.2,0.108,7.8,327.2,0.008
519872.1,780624.2,2678.8,37.7,0.122,12.0,395.4,0.013
519872.1,780974.2,2669.0,28.3,0.123,9.9,463.5,0.021
519872.1,781324.2,2659.4,41.4,0.118,18.1,531.7,0.032
519872.1,781674.2,2650.1,39.1,0.107,13.9,599.8,0.048
519872.1,782024.2,2641.2,49.7,0.115,16.7,668.0,0.07
519872.1,782374.2,2632.5,47.7,0.13,18.8,736.1,0.099
519872.1,782724.2,2624.1,45.9,0.126,38.3,804.3,0.134
519872.1,783074.2,2616.1,53.0,0.134,43.6,872.4,0.176
519872.1,783424.2,2608.4,45.2,0.134,32.3,940.6,0.223
519872.1,783774.2,2601.0,44.9,0.149,61.7,1008.7,0.273
519872.1,784124.2,2594.0,58.6,0.131,89.0,1076.9,0.322
519872.1,784474.2,2587.4,68.0,0.161,88.5,1145.0,0.368
519872.1,784824.2,2581.1,76.2,0.16,72.8,1213.2,0.406
519872.1,785174.2,2575.2,73.1,0.174,94.0,1281.3,0.432
519872.1,785524.2,2569.6,72.3,0.152,80.4,1349.5,0.444
519872.1,785874.2,2564.4,62.4,0.179,95.4,1417.6,0.441
519872.1,786224.2,2559.5,68.8,0.168,95.6,1485.8,0.423
519872.1,786574.2,2555.1,61.6,0.17,107.5,1553.9,0.392
519872.1,786924.2,2550.9,62.6,0.156,74.3,1622.1,0.351
519872.1,787274.2,2547.1,66.7,0.159,80.9,1690.2,0.303
519872.1,787624.2,2543.6,55.3,0.159,63.8,1758.4,0.253
519872.1,787974.2,2540.5,54.1,0.148,43.1,1826.5,0.204
519872.1,788324.2,2537.6,54.1,0.148,45.3,1894.7,0.159
519872.1,788674.2,2535.0,49.5,0.13,31.7,1962.8,0.12
519872.1,789024.2,2532.7,48.5,0.134,23.2,2031.0,0.087
519872.1,789374.2,2530.7,49.7,0.124,27.7,2099.1,0.061
519872.1,789724.2,2528.9,44.1,0.123,18.5,2167.3,0.041
519872.1,790074.2,2527.3,45.2,0.108,7.8,2235.4,0.027
519872.1,790424.2,2526.0,37.0,0.127,17.7,2303.6,0.017
519872.1,790774.2,2524.8,50.0,0.12,13.4,2371.7,0.01
519872.1,791124.2,2523.8,46.7,0.137,6.5,2439.9,0.006
519872.1,791474.2,2522.9,43.8,0.137,9.4,2508.0,0.004
519872.1,791824.2,2522.1,48.3,0.125,7.5,2576.2,0.002
519872.1,792174.2,2521.4,63.2,0.127,11.0,2533.4,0.001
519872.1,792524.2,2520.8,44.1,0.131,11.7,2440.2,0.001
519872.1,792874.2,2520.3,44.2,0.105,6.7,2347.0,0.0
519872.1,793224.2,2519.7,46.6,0.134,7.6,2253.8,0.0
519872.1,793574.2,2519.2,50.5,0.12,8.5,2160.6,0.0
519872.1,793924.2,2518.6,50.3,0.111,8.3,2067.4,0.0
519872.1,794274.2,2518.0,47.5,0.122,11.4,1974.2,0.0
519872.1,794624.2,2517.3,36.3,0.12,11.8,1881.0,0.0
519872.1,794974.2,2516.5,50.9,0.119,7.0,1787.8,0.0
519872.1,795324.2,2515.6,37.1,0.115,5.5,1694.5,0.0
519872.1,795674.2,2514.5,35.1,0.109,6.7,1601.3,0.0
519872.1,796024.2,2513.3,40.6,0.121,4.7,1508.1,0.0
519872.1,796374.2,2511.8,42.0,0.11,7.4,1414.9,0.0
519872.1,796724.2,2510.2,39.5,0.109,8.8,1321.7,0.0
519872.1,797074.2,2508.3,36.3,0.111,6.0,1228.5,0.0
519872.1,797424.2,2506.2,44.0,0.132,5.8,1135.3,0.0
519872.1,797774.2,2503.8,43.5,0.116,8.1,1042.1,0.0
520222.1,773274.2,2905.6,42.6,0.118,6.8,2361.7,0.0
520222.1,773624.2,2895.4,45.6,0.108,8.2,2231.6,0.0
520222.1,773974.2,2885.0,59.2,0.122,8.9,2101.6,0.0
520222.1,774324.2,2874.4,40.1,0.089,7.0,1971.5,0.0
520222.1,774674.2,2863.6,42.0,0.116,10.8,1841.4,0.0
520222.1,775024.2,2852.7,30.2,0.111,7.2,1711.3,0.0
520222.1,775374.2,2841.6,38.3,0.124,4.4,1581.3,0.0
520222.1,775724.2,2830.5,36.2,0.114,8.5,1451.2,0.0
520222.1,776074.2,2819.3,46.2,0.122,4.8,1321.1,0.0
520222.1,776424.2,2808.0,38.1,0.101,7.0,1191.1,0.0
520222.1,776774.2,2796.7,50.7,0.114,7.6,1061.0,0.0
520222.1,777124.2,2785.4,41.1,0.111,7.5,930.9,0.0
520222.1,777474.2,2774.1,35.4,0.109,7.7,800.9,0.0
520222.1,777824.2,2762.9,53.1,0.101,8.9,670.8,0.0
520222.1,778174.2,2751.7,32.7,0.112,6.8,540.7,0.0
520222.1,778524.2,2740.6,40.4,0.101,5.7,410.7,0.0
520222.1,778874.2,2729.7,40.2,0.107,6.5,288.7,0.001
520222.1,779224.2,2718.8,42.6,0.116,7.5,220.5,0.001
520222.1,779574.2,2708.2,43.7,0.103,8.9,152.4,0.002
520222.1,779924.2,2697.7,42.8,0.126,10.6,84.2,0.003
520222.1,780274.2,2687.4,23.8,0.111,13.4,16.1,0.006
520222.1,780624.2,2677.3,36.2,0.102,8.2,52.1,0.01
520222.1,780974.2,2667.5,43.6,0.101,9.9,120.2,0.016
520222.1,781324.2,2658.0,40.1,0.113,10.6,188.4,0.026
520222.1,781674.2,2648.7,35.0,0.116,18.8,256.5,0.04
520222.1,782024.2,2639.7,33.8,0.124,19.4,324.7,0.059
520222.1,782374.2,2631.0,44.8,0.1,17.8,392.8,0.083
520222.1,782724.2,2622.7,44.1,0.125,33.3,461.0,0.115
520222.1,783074.2,2614.6,42.0,0.132,56.8,529.1,0.152
520222.1,783424.2,2606.9,62.8,0.133,48.3,597.3,0.195
520222.1,783774.2,2599.6,57.4,0.138,72.5,665.4,0.242
520222.1,784124.2,2592.6,61.9,0.151,65.1,733.6,0.29
520222.1,784474.2,2585.9,58.1,0.137,155.6,801.7,0.335
520222.1,784824.2,2579.6,64.8,0.145,90.1,869.9,0.374
520222.1,785174.2,2573.7,57.4,0.16,120.2,938.0,0.403
520222.1,785524.2,2568.1,60.0,0.176,171.2,1006.2,0.42
520222.1,785874.2,2562.9,65.8,0.165,58.3,1074.3,0.422
520222.1,786224.2,2558.1,55.1,0.174,77.4,1142.5,0.41
520222.1,786574.2,2553.6,69.7,0.163,151.0,1210.6,0.385
520222.1,786924.2,2549.5,69.4,0.155,116.0,1278.8,0.348
520222.1,787274.2,2545.6,53.7,0.153,72.5,1346.9,0.305
520222.1,787624.2,2542.2,71.7,0.142,53.2,1415.1,0.258
520222.1,787974.2,2539.0,44.7,0.141,44.1,1483.2,0.211
520222.1,788324.2,2536.1,56.0,0.13,32.3,1551.4,0.166
520222.1,788674.2,2533.6,45.3,0.132,26.3,1619.5,0.126
520222.1,789024.2,2531.3,50.2,0.117,23.5,1687.7,0.093
520222.1,789374.2,2529.3,58.6,0.118,28.4,1755.8,0.066
520222.1,789724.2,2527.5,43.0,0.113,12.8,1824.0,0.045
520222.1,790074.2,2525.9,46.0,0.119,11.1,1892.1,0.03
520222.1,790424.2,2524.5,41.1,0.116,11.9,1960.3,0.019
520222.1,790774.2,2523.3,55.9,0.131,6.2,2028.4,0.012
520222.1,791124.2,2522.3,54.8,0.131,15.0,2096.6,0.007
520222.1,791474.2,2521.4,45.2,0.108,5.4,2164.7,0.004
520222.1,791824.2,2520.7,52.5,0.13,9.7,2232.9,0.002
520222.1,792174.2,2520.0,52.3,0.107,6.3,2301.0,0.001
520222.1,792524.2,2519.4,42.9,0.134,7.2,2369.2,0.001
520222.1,792874.2,2518.8,52.1,0.119,8.8,2437.3,0.0
520222.1,793224.2,2518.3,46.0,0.114,6.9,2505.5,0.0
520222.1,793574.2,2517.7,47.9,0.119,6.0,2498.0,0.0
520222.1,793924.2,2517.2,52.0,0.129,6.1,2404.7,0.0
520222.1,794274.2,2516.5,50.2,0.125,8.3,2311.5,0.0
520222.1,794624.2,2515.8,38.7,0.113,8.0,2218.3,0.0
520222.1,794974.2,2515.0,45.6,0.119,10.8,2125.1,0.0
520222.1,795324.2,2514.1,48.2,0.131,10.3,2031.9,0.0
520222.1,795674.2,2513.0,43.8,0.122,7.0,1938.7,0.0
520222.1,796024.2,2511.8,40.8,0.118,6.9,1845.5,0.0
520222.1,796374.2,2510.4,49.6,0.109,7.1,1752.3,0.0
520222.1,796724.2,2508.7,43.4,0.101,7.8,1659.1,0.0
520222.1,797074.2,2506.9,47.1,0.102,5.6,1565.9,0.0
520222.1,797424.2,2504.8,42.3,0.12,8.4,1472.6,0.0
520572.1,773974.2,2883.4,36.2,0.108,8.2,2426.5,0.0
520572.1,774324.2,2872.8,53.8,0.116,6.7,2296.4,0.0
520572.1,774674.2,2862.0,45.6,0.121,7.7,2166.4,0.0
520572.1,775024.2,2851.1,52.6,0.118,8.1,2036.3,0.0
520572.1,775374.2,2840.0,50.2,0.113,8.4,1906.2,0.0
520572.1,775724.2,2828.9,50.8,0.119,6.2,1776.1,0.0
520572.1,776074.2,2817.7,52.8,0.118,7.5,1646.1,0.0
520572.1,776424.2,2806.4,43.7,0.11,5.5,1516.0,0.0
520572.1,776774.2,2795.1,41.1,0.115,7.0,1385.9,0.0
520572.1,777124.2,2783.8,49.1,0.104,8.0,1255.9,0.0
520572.1,777474.2,2772.5,40.5,0.129,5.6,1125.8,0.0
520572.1,777824.2,2761.2,48.1,0.109,6.3,995.7,0.0
520572.1,778174.2,2750.1,48.6,0.12,7.8,865.7,0.0
520572.1,778524.2,2739.0,56.3,0.1,4.9,735.6,0.0
520572.1,778874.2,2728.0,50.1,0.107,8.8,632.0,0.0
520572.1,779224.2,2717.2,52.0,0.102,7.6,563.8,0.001
520572.1,779574.2,2706.5,40.8,0.113,6.9,495.7,0.001
520572.1,779924.2,2696.1,43.6,0.1,8.0,427.5,0.003
520572.1,780274.2,2685.8,40.3,0.105,4.5,359.4,0.005
520572.1,780624.2,2675.7,33.0,0.093,6.3,291.2,0.008
520572.1,780974.2,2665.9,30.5,0.107,11.7,223.1,0.013
520572.1,781324.2,2656.4,42.3,0.102,13.3,154.9,0.021
520572.1,781674.2,2647.1,36.8,0.118,20.2,86.8,0.032
520572.1,782024.2,2638.1,30.7,0.107,15.7,18.6,0.048
520572.1,782374.2,2629.4,43.5,0.109,18.9,49.5,0.07
520572.1,782724.2,2621.0,36.0,0.137,24.9,117.7,0.097
520572.1,783074.2,2613.0,42.2,0.116,27.5,185.8,0.131
520572.1,783424.2,2605.3,50.0,0.115,33.4,254.0,0.17
520572.1,783774.2,2597.9,60.7,0.135,69.2,322.1,0.213
520572.1,784124.2,2590.9,52.1,0.145,73.6,390.3,0.258
520572.1,784474.2,2584.3,63.7,0.135,97.7,458.4,0.302
520572.1,784824.2,2578.0,55.4,0.147,69.8,526.6,0.342
520572.1,785174.2,2572.1,62.3,0.178,70.9,594.7,0.373
520572.1,785524.2,2566.5,73.7,0.16,66.2,662.9,0.393
520572.1,785874.2,2561.3,70.8,0.15,82.9,731.0,0.4
520572.1,786224.2,2556.5,71.5,0.177,131.1,799.2,0.394
520572.1,786574.2,2552.0,68.1,0.162,62.2,867.3,0.374
520572.1,786924.2,2547.8,70.5,0.161,54.3,935.5,0.343
520572.1,787274.2,2544.0,57.0,0.153,56.7,1003.6,0.304
520572.1,787624.2,2540.6,61.0,0.157,44.9,1071.8,0.26
520572.1,787974.2,2537.4,55.5,0.157,59.0,1139.9,0.215
520572.1,788324.2,2534.5,55.2,0.114,71.8,1208.1,0.172
520572.1,788674.2,2532.0,52.9,0.145,28.6,1276.2,0.133
520572.1,789024.2,2529.7,48.8,0.126,28.0,1344.4,0.099
520572.1,789374.2,2527.6,50.3,0.109,30.8,1412.5,0.071
520572.1,789724.2,2525.8,43.6,0.118,23.3,1480.7,0.049
520572.1,790074.2,2524.3,32.5,0.128,17.5,1548.8,0.033
520572.1,790424.2,2522.9,37.4,0.125,9.4,1617.0,0.021
520572.1,790774.2,2521.7,46.8,0.108,11.9,1685.1,0.013
520572.1,791124.2,2520.7,41.9,0.134,8.1,1753.3,0.008
520572.1,791474.2,2519.8,50.8,0.123,6.3,1821.4,0.005
520572.1,791824.2,2519.1,38.8,0.127,12.5,1889.6,0.003
520572.1,792174.2,2518.4,45.1,0.129,6.9,1957.7,0.001
520572.1,792524.2,2517.8,51.4,0.122,6.5,2025.9,0.001
520572.1,792874.2,2517.2,46.1,0.11,6.4,2094.0,0.0
520572.1,793224.2,2516.7,31.5,0.102,8.4,2162.2,0.0
520572.1,793574.2,2516.1,48.0,0.1,8.4,2230.3,0.0
520572.1,793924.2,2515.6,46.8,0.112,6.8,2298.5,0.0
520572.1,794274.2,2514.9,44.8,0.121,10.4,2366.6,0.0
520572.1,794624.2,2514.2,53.1,0.118,7.8,2434.8,0.0
520572.1,794974.2,2513.4,47.4,0.108,5.5,2462.5,0.0
520572.1,795324.2,2512.5,43.8,0.127,5.4,2369.3,0.0
520572.1,795674.2,2511.4,40.6,0.124,12.9,2276.1,0.0
520572.1,796024.2,2510.2,54.7,0.116,13.3,2182.8,0.0
520572.1,796374.2,2508.8,51.5,0.119,7.9,2089.6,0.0
520572.1,796724.2,2507.1,46.5,0.132,8.0,1996.4,0.0
520572.1,797074.2,2505.3,41.4,0.13,7.0,1903.2,0.0
520572.1,797424.2,2503.1,45.2,0.109,8.5,1810.0,0.0
520922.1,774324.2,2871.0,55.5,0.105,9.6,2621.4,0.0
520922.1,774674.2,2860.2,54.8,0.116,9.4,2491.3,0.0
520922.1,775024.2,2849.3,45.2,0.112,3.9,2361.2,0.0
520922.1,775374.2,2838.2,50.0,0.111,7.3,2231.1,0.0
520922.1,775724.2,2827.1,47.7,0.102,6.6,2101.1,0.0
520922.1,776074.2,2815.9,40.6,0.127,9.6,1971.0,0.0
520922.1,776424.2,2804.6,36.6,0.109,7.9,1840.9,0.0
520922.1,776774.2,2793.3,53.2,0.1,8.2,1710.9,0.0
520922.1,777124.2,2782.0,42.5,0.102,9.4,1580.8,0.0
520922.1,777474.2,2770.7,40.3,0.111,9.5,1450.7,0.0
520922.1,777824.2,2759.5,49.7,0.128,5.2,1320.7,0.0
