Well_ID,Well_Name,Zone_Order,Formation,Lithology_Class,Top_TVDSS_m,Base_TVDSS_m,Gross_Thickness_m,Net_to_Gross_frac,Porosity_frac,Permeability_mD,Water_Saturation_frac,Vshale_frac
KW-2167,Kimbala-2167,3,Shale_B,Shale,2706.3,2740.0,33.7,0.083,0.06,1.0,0.932,0.693
KW-2167,Kimbala-2167,4,Sand_B,ReservoirSand,2740.0,2778.5,38.5,0.403,0.087,16.2,0.699,0.122
KW-2167,Kimbala-2167,5,Shale_C,Shale,2778.5,2821.6,43.1,0.102,0.065,0.7,0.955,0.604
KW-2167,Kimbala-2167,6,Sand_C,ReservoirSand,2821.6,2867.2,45.6,0.375,0.129,11.1,0.717,0.263
KW-2167,Kimbala-2167,7,Shale_D,Shale,2867.2,2917.5,50.3,0.108,0.056,1.3,0.96,0.75
KW-2167,Kimbala-2167,8,Sand_D,ReservoirSand,2917.5,2978.6,61.1,0.344,0.149,10.0,0.602,0.182
KW-2168,Kimbala-2168,1,Shale_A,Shale,2709.8,2742.0,32.2,0.103,0.079,0.4,0.946,0.583
KW-2168,Kimbala-2168,2,Sand_A,ReservoirSand,2742.0,2764.3,22.4,0.353,0.123,5.3,0.498,0.27
KW-2168,Kimbala-2168,3,Shale_B,Shale,2764.3,2801.7,37.3,0.092,0.031,0.4,0.906,0.796
KW-2168,Kimbala-2168,4,Sand_B,ReservoirSand,2801.7,2839.8,38.1,0.361,0.114,2.6,0.529,0.327
KW-2168,Kimbala-2168,5,Shale_C,Shale,2839.8,2883.2,43.5,0.043,0.053,0.7,0.861,0.631
KW-2168,Kimbala-2168,6,Sand_C,ReservoirSand,2883.2,2941.1,57.9,0.379,0.107,5.1,0.553,0.25
KW-2168,Kimbala-2168,7,Shale_D,Shale,2941.1,2996.9,55.8,0.065,0.073,0.3,1.0,0.838
KW-2168,Kimbala-2168,8,Sand_D,ReservoirSand,2996.9,3060.7,63.8,0.391,0.112,4.4,0.619,0.299
KW-2169,Kimbala-2169,1,Shale_A,Shale,2481.5,2528.3,46.8,0.11,0.039,1.3,0.946,0.815
KW-2169,Kimbala-2169,2,Sand_A,ReservoirSand,2528.3,2576.3,48.0,0.558,0.187,94.8,0.521,0.186
KW-2169,Kimbala-2169,3,Shale_B,Shale,2576.3,2648.9,72.6,0.078,0.078,0.3,0.953,0.776
KW-2169,Kimbala-2169,4,Sand_B,ReservoirSand,2648.9,2724.6,75.7,0.475,0.174,40.5,0.508,0.332
KW-2169,Kimbala-2169,5,Shale_C,Shale,2724.6,2808.4,83.8,0.048,0.061,0.7,0.935,0.613
KW-2169,Kimbala-2169,6,Sand_C,ReservoirSand,2808.4,2928.4,120.0,0.482,0.217,110.6,0.578,0.133
KW-2169,Kimbala-2169,7,Shale_D,Shale,2928.4,3033.4,105.0,0.049,0.028,1.4,0.903,0.692
KW-2169,Kimbala-2169,8,Sand_D,ReservoirSand,3033.4,3163.8,130.4,0.679,0.166,165.0,0.477,0.297
KW-2170,Kimbala-2170,1,Shale_A,Shale,2798.6,2810.7,12.1,0.071,0.046,1.2,0.895,0.658
KW-2170,Kimbala-2170,2,Sand_A,ReservoirSand,2810.7,2822.7,11.9,0.228,0.104,48.2,0.636,0.367
KW-2170,Kimbala-2170,3,Shale_B,Shale,2822.7,2838.5,15.9,0.08,0.063,1.2,0.936,0.62
KW-2170,Kimbala-2170,4,Sand_B,ReservoirSand,2838.5,2855.0,16.5,0.348,0.111,7.2,0.668,0.179
KW-2170,Kimbala-2170,5,Shale_C,Shale,2855.0,2871.3,16.3,0.057,0.039,1.8,0.915,0.679
KW-2170,Kimbala-2170,6,Sand_C,ReservoirSand,2871.3,2890.8,19.4,0.32,0.123,14.2,0.622,0.22
KW-2170,Kimbala-2170,7,Shale_D,Shale,2890.8,2913.7,23.0,0.088,0.046,0.4,0.917,0.765
KW-2170,Kimbala-2170,8,Sand_D,ReservoirSand,2913.7,2942.5,28.8,0.254,0.104,5.9,0.586,0.248
KW-2171,Kimbala-2171,1,Shale_A,Shale,2459.1,2508.1,49.0,0.016,0.086,0.4,0.948,0.698
KW-2171,Kimbala-2171,2,Sand_A,ReservoirSand,2508.1,2543.9,35.8,0.485,0.18,58.5,0.6,0.337
KW-2171,Kimbala-2171,3,Shale_B,Shale,2543.9,2603.4,59.4,0.059,0.062,0.4,0.897,0.719
KW-2171,Kimbala-2171,4,Sand_B,ReservoirSand,2603.4,2659.3,55.9,0.491,0.173,60.7,0.785,0.159
KW-2171,Kimbala-2171,5,Shale_C,Shale,2659.3,2717.5,58.2,0.005,0.056,2.9,0.875,0.702
KW-2171,Kimbala-2171,6,Sand_C,ReservoirSand,2717.5,2807.2,89.7,0.54,0.195,65.9,0.58,0.286
KW-2171,Kimbala-2171,7,Shale_D,Shale,2807.2,2886.1,78.9,0.018,0.066,2.4,0.927,0.738
KW-2171,Kimbala-2171,8,Sand_D,ReservoirSand,2886.1,2998.7,112.6,0.361,0.158,34.8,0.589,0.189
KW-2172,Kimbala-2172,1,Shale_A,Shale,2409.1,2432.7,23.6,0.105,0.056,0.8,0.906,0.655
KW-2172,Kimbala-2172,2,Sand_A,ReservoirSand,2432.7,2451.0,18.3,0.443,0.101,14.9,0.698,0.135
KW-2172,Kimbala-2172,3,Shale_B,Shale,2451.0,2481.2,30.2,0.069,0.025,0.4,0.878,0.653
KW-2172,Kimbala-2172,4,Sand_B,ReservoirSand,2481.2,2513.2,32.0,0.458,0.087,5.1,0.759,0.308
KW-2172,Kimbala-2172,5,Shale_C,Shale,2513.2,2542.0,28.8,0.081,0.072,1.8,0.921,0.678
KW-2172,Kimbala-2172,6,Sand_C,ReservoirSand,2542.0,2579.0,37.1,0.391,0.067,10.3,0.615,0.235
KW-2172,Kimbala-2172,7,Shale_D,Shale,2579.0,2618.4,39.3,0.046,0.057,0.7,0.939,0.634
KW-2172,Kimbala-2172,8,Sand_D,ReservoirSand,2618.4,2663.7,45.3,0.345,0.1,7.0,0.676,0.176
KW-2173,Kimbala-2173,1,Shale_A,Shale,2447.3,2491.5,44.2,0.126,0.063,0.2,0.92,0.77
KW-2173,Kimbala-2173,2,Sand_A,ReservoirSand,2491.5,2520.1,28.6,0.618,0.139,215.4,0.664,0.264
KW-2173,Kimbala-2173,3,Shale_B,Shale,2520.1,2572.0,51.9,0.065,0.077,1.8,0.937,0.646
KW-2173,Kimbala-2173,4,Sand_B,ReservoirSand,2572.0,2634.3,62.3,0.551,0.129,125.6,0.575,0.147
KW-2173,Kimbala-2173,5,Shale_C,Shale,2634.3,2695.9,61.6,0.093,0.046,1.0,0.887,0.836
KW-2173,Kimbala-2173,6,Sand_C,ReservoirSand,2695.9,2765.6,69.7,0.627,0.145,47.5,0.614,0.339
KW-2173,Kimbala-2173,7,Shale_D,Shale,2765.6,2834.1,68.5,0.06,0.066,0.7,0.882,0.784
KW-2173,Kimbala-2173,8,Sand_D,ReservoirSand,2834.1,2938.4,104.3,0.572,0.151,280.4,0.512,0.231
KW-2174,Kimbala-2174,1,Shale_A,Shale,2573.6,2616.3,42.7,0.016,0.073,1.0,0.918,0.69
KW-2174,Kimbala-2174,2,Sand_A,ReservoirSand,2616.3,2659.5,43.3,0.491,0.179,158.3,0.559,0.171
KW-2174,Kimbala-2174,3,Shale_B,Shale,2659.5,2721.0,61.5,0.131,0.06,0.5,0.948,0.63
KW-2174,Kimbala-2174,4,Sand_B,ReservoirSand,2721.0,2784.0,62.9,0.594,0.186,80.1,0.603,0.156
KW-2174,Kimbala-2174,5,Shale_C,Shale,2784.0,2847.7,63.7,0.055,0.036,0.6,0.899,0.722
KW-2174,Kimbala-2174,6,Sand_C,ReservoirSand,2847.7,2929.7,82.0,0.525,0.196,129.4,0.587,0.317
KW-2174,Kimbala-2174,7,Shale_D,Shale,2929.7,3011.7,82.0,0.057,0.075,0.4,0.908,0.933
KW-2174,Kimbala-2174,8,Sand_D,ReservoirSand,3011.7,3106.0,94.3,0.507,0.171,96.6,0.65,0.216
KW-2175,Kimbala-2175,1,Shale_A,Shale,2491.7,2532.6,40.9,0.129,0.072,0.3,0.94,0.782
KW-2175,Kimbala-2175,2,Sand_A,ReservoirSand,2532.6,2560.7,28.1,0.375,0.121,17.9,0.414,0.316
KW-2175,Kimbala-2175,3,Shale_B,Shale,2560.7,2605.7,44.9,0.086,0.084,0.9,0.99,0.774
KW-2175,Kimbala-2175,4,Sand_B,ReservoirSand,2605.7,2661.4,55.8,0.325,0.097,4.9,0.463,0.173
KW-2175,Kimbala-2175,5,Shale_C,Shale,2661.4,2719.4,58.0,0.051,0.054,2.8,0.913,0.72
KW-2175,Kimbala-2175,6,Sand_C,ReservoirSand,2719.4,2794.7,75.2,0.349,0.108,5.7,0.466,0.309
KW-2175,Kimbala-2175,7,Shale_D,Shale,2794.7,2868.2,73.5,0.123,0.059,1.0,0.919,0.705
KW-2175,Kimbala-2175,8,Sand_D,ReservoirSand,2868.2,2951.8,83.6,0.515,0.133,11.5,0.605,0.244
KW-2176,Kimbala-2176,1,Shale_A,Shale,2464.7,2497.9,33.2,0.09,0.063,0.4,0.991,0.653
KW-2176,Kimbala-2176,2,Sand_A,ReservoirSand,2497.9,2528.2,30.3,0.517,0.085,45.2,0.644,0.177
KW-2176,Kimbala-2176,3,Shale_B,Shale,2528.2,2580.1,51.9,0.109,0.065,0.7,0.916,0.799
KW-2176,Kimbala-2176,4,Sand_B,ReservoirSand,2580.1,2629.1,49.0,0.489,0.083,34.8,0.585,0.127
KW-2176,Kimbala-2176,5,Shale_C,Shale,2629.1,2677.5,48.4,0.088,0.078,1.4,0.929,0.714
KW-2176,Kimbala-2176,6,Sand_C,ReservoirSand,2677.5,2750.9,73.4,0.494,0.072,27.1,0.741,0.34
KW-2176,Kimbala-2176,7,Shale_D,Shale,2750.9,2815.3,64.4,0.076,0.065,0.5,0.956,0.752
KW-2176,Kimbala-2176,8,Sand_D,ReservoirSand,2815.3,2916.7,101.4,0.457,0.096,24.1,0.654,0.189
KW-2177,Kimbala-2177,1,Shale_A,Shale,2775.2,2794.2,19.0,0.067,0.059,1.7,0.91,0.736
KW-2177,Kimbala-2177,2,Sand_A,ReservoirSand,2794.2,2811.3,17.1,0.269,0.112,12.9,0.662,0.163
KW-2177,Kimbala-2177,3,Shale_B,Shale,2811.3,2838.8,27.4,0.017,0.066,0.4,0.969,0.696
KW-2177,Kimbala-2177,4,Sand_B,ReservoirSand,2838.8,2867.4,28.6,0.322,0.15,37.6,0.561,0.26
KW-2177,Kimbala-2177,5,Shale_C,Shale,2867.4,2896.0,28.7,0.113,0.06,0.9,0.934,0.767
KW-2177,Kimbala-2177,6,Sand_C,ReservoirSand,2896.0,2935.1,39.1,0.28,0.118,6.8,0.689,0.278
KW-2177,Kimbala-2177,7,Shale_D,Shale,2935.1,2975.8,40.7,0.058,0.042,1.0,0.895,0.638
KW-2177,Kimbala-2177,8,Sand_D,ReservoirSand,2975.8,3021.7,45.9,0.343,0.131,7.7,0.782,0.32
KW-2178,Kimbala-2178,1,Shale_A,Shale,2417.1,2457.7,40.6,0.068,0.05,0.2,0.916,0.871
KW-2178,Kimbala-2178,2,Sand_A,ReservoirSand,2457.7,2484.0,26.4,0.516,0.193,22.1,0.552,0.177
KW-2178,Kimbala-2178,3,Shale_B,Shale,2484.0,2530.8,46.7,0.084,0.058,1.5,0.988,0.615
KW-2178,Kimbala-2178,4,Sand_B,ReservoirSand,2530.8,2585.0,54.3,0.481,0.19,17.2,0.419,0.148
KW-2178,Kimbala-2178,5,Shale_C,Shale,2585.0,2635.0,49.9,0.068,0.081,0.6,0.897,0.712
KW-2178,Kimbala-2178,6,Sand_C,ReservoirSand,2635.0,2703.9,69.0,0.377,0.157,10.1,0.536,0.171
KW-2178,Kimbala-2178,7,Shale_D,Shale,2703.9,2775.6,71.7,0.076,0.051,0.5,0.921,0.653
KW-2178,Kimbala-2178,8,Sand_D,ReservoirSand,2775.6,2847.9,72.3,0.42,0.163,22.4,0.457,0.212
KW-2179,Kimbala-2179,1,Shale_A,Shale,2488.4,2528.5,40.1,0.022,0.068,0.3,0.881,0.611
KW-2179,Kimbala-2179,2,Sand_A,ReservoirSand,2528.5,2561.4,33.0,0.384,0.135,71.8,0.59,0.144
KW-2179,Kimbala-2179,3,Shale_B,Shale,2561.4,2610.3,48.9,0.038,0.068,1.0,0.939,0.681
KW-2179,Kimbala-2179,4,Sand_B,ReservoirSand,2610.3,2670.3,60.0,0.479,0.172,114.9,0.51,0.197
KW-2179,Kimbala-2179,5,Shale_C,Shale,2670.3,2726.4,56.1,0.112,0.073,0.4,0.894,0.845
KW-2179,Kimbala-2179,6,Sand_C,ReservoirSand,2726.4,2799.4,73.0,0.363,0.133,49.7,0.532,0.29
KW-2179,Kimbala-2179,7,Shale_D,Shale,2799.4,2871.7,72.3,0.138,0.035,1.0,0.966,0.785
KW-2179,Kimbala-2179,8,Sand_D,ReservoirSand,2871.7,2976.7,105.0,0.154,0.124,86.9,0.581,0.283
KW-2180,Kimbala-2180,1,Shale_A,Shale,2403.8,2431.7,27.9,0.069,0.04,0.6,0.929,0.836
KW-2180,Kimbala-2180,2,Sand_A,ReservoirSand,2431.7,2453.7,22.0,0.315,0.075,19.6,0.51,0.213
KW-2180,Kimbala-2180,3,Shale_B,Shale,2453.7,2490.7,37.0,0.1,0.076,0.7,0.915,0.735
KW-2180,Kimbala-2180,4,Sand_B,ReservoirSand,2490.7,2535.3,44.6,0.265,0.118,25.1,0.608,0.258
KW-2180,Kimbala-2180,5,Shale_C,Shale,2535.3,2571.3,36.0,0.087,0.042,0.7,0.875,0.769
KW-2180,Kimbala-2180,6,Sand_C,ReservoirSand,2571.3,2625.1,53.8,0.407,0.133,9.8,0.499,0.239
KW-2180,Kimbala-2180,7,Shale_D,Shale,2625.1,2673.2,48.0,0.038,0.049,1.1,0.96,0.792
KW-2180,Kimbala-2180,8,Sand_D,ReservoirSand,2673.2,2736.9,63.7,0.289,0.109,18.4,0.521,0.19
KW-2181,Kimbala-2181,1,Shale_A,Shale,2681.7,2726.0,44.3,0.077,0.093,0.5,0.952,0.701
KW-2181,Kimbala-2181,2,Sand_A,ReservoirSand,2726.0,2763.3,37.2,0.254,0.093,5.5,0.67,0.176
KW-2181,Kimbala-2181,3,Shale_B,Shale,2763.3,2819.5,56.2,0.045,0.066,1.5,0.953,0.778
KW-2181,Kimbala-2181,4,Sand_B,ReservoirSand,2819.5,2874.5,55.0,0.179,0.115,8.8,0.806,0.33
KW-2181,Kimbala-2181,5,Shale_C,Shale,2874.5,2928.0,53.5,0.086,0.062,1.9,0.935,0.73
KW-2181,Kimbala-2181,6,Sand_C,ReservoirSand,2928.0,3001.3,73.3,0.252,0.128,5.1,0.592,0.169
KW-2181,Kimbala-2181,7,Shale_D,Shale,3001.3,3076.6,75.4,0.07,0.053,1.4,0.883,0.719
KW-2181,Kimbala-2181,8,Sand_D,ReservoirSand,3076.6,3174.5,97.8,0.264,0.112,6.1,0.704,0.254
KW-2182,Kimbala-2182,1,Shale_A,Shale,2623.7,2650.1,26.4,0.065,0.056,0.9,0.889,0.811
KW-2182,Kimbala-2182,2,Sand_A,ReservoirSand,2650.1,2670.8,20.8,0.392,0.11,60.0,0.836,0.309
KW-2182,Kimbala-2182,3,Shale_B,Shale,2670.8,2705.5,34.6,0.11,0.065,3.3,0.934,0.759
KW-2182,Kimbala-2182,4,Sand_B,ReservoirSand,2705.5,2745.7,40.3,0.485,0.103,51.9,0.746,0.329
KW-2182,Kimbala-2182,5,Shale_C,Shale,2745.7,2781.1,35.4,0.12,0.055,1.1,0.891,0.673
KW-2182,Kimbala-2182,6,Sand_C,ReservoirSand,2781.1,2825.7,44.6,0.481,0.148,23.4,0.742,0.145
KW-2182,Kimbala-2182,7,Shale_D,Shale,2825.7,2875.2,49.6,0.1,0.031,1.5,0.942,0.638
KW-2182,Kimbala-2182,8,Sand_D,ReservoirSand,2875.2,2933.9,58.6,0.289,0.117,26.8,0.63,0.195
KW-2183,Kimbala-2183,1,Shale_A,Shale,2754.4,2794.8,40.4,0.051,0.038,0.9,0.88,0.746
KW-2183,Kimbala-2183,2,Sand_A,ReservoirSand,2794.8,2830.9,36.1,0.387,0.072,8.5,0.846,0.323
KW-2183,Kimbala-2183,3,Shale_B,Shale,2830.9,2882.1,51.2,0.096,0.06,1.5,0.948,0.704
KW-2183,Kimbala-2183,4,Sand_B,ReservoirSand,2882.1,2940.7,58.6,0.409,0.05,5.3,0.845,0.276
KW-2183,Kimbala-2183,5,Shale_C,Shale,2940.7,2985.2,44.5,0.053,0.049,1.0,0.983,0.745
KW-2183,Kimbala-2183,6,Sand_C,ReservoirSand,2985.2,3064.6,79.4,0.394,0.079,6.3,0.753,0.266
KW-2183,Kimbala-2183,7,Shale_D,Shale,3064.6,3143.8,79.2,0.05,0.047,0.6,0.996,0.752
KW-2183,Kimbala-2183,8,Sand_D,ReservoirSand,3143.8,3223.0,79.1,0.275,0.106,11.2,0.836,0.313
KW-2184,Kimbala-2184,1,Shale_A,Shale,2436.3,2491.3,55.0,0.09,0.066,0.4,0.929,0.762
KW-2184,Kimbala-2184,2,Sand_A,ReservoirSand,2491.3,2532.4,41.1,0.377,0.142,87.2,0.65,0.168
KW-2184,Kimbala-2184,3,Shale_B,Shale,2532.4,2598.2,65.8,0.076,0.044,0.5,0.891,0.722
KW-2184,Kimbala-2184,4,Sand_B,ReservoirSand,2598.2,2658.8,60.5,0.494,0.164,90.7,0.509,0.243
KW-2184,Kimbala-2184,5,Shale_C,Shale,2658.8,2726.0,67.2,0.092,0.069,1.4,0.871,0.826
KW-2184,Kimbala-2184,6,Sand_C,ReservoirSand,2726.0,2825.4,99.4,0.379,0.194,110.1,0.54,0.214
KW-2184,Kimbala-2184,7,Shale_D,Shale,2825.4,2911.0,85.7,0.04,0.054,0.4,0.893,0.738
KW-2184,Kimbala-2184,8,Sand_D,ReservoirSand,2911.0,3026.1,115.1,0.32,0.154,68.1,0.538,0.296
KW-2185,Kimbala-2185,1,Shale_A,Shale,2563.3,2600.8,37.5,0.122,0.041,0.4,0.914,0.605
KW-2185,Kimbala-2185,2,Sand_A,ReservoirSand,2600.8,2636.6,35.8,0.694,0.197,7.2,0.646,0.221
KW-2185,Kimbala-2185,3,Shale_B,Shale,2636.6,2692.1,55.5,0.097,0.032,0.6,0.947,0.805
KW-2185,Kimbala-2185,4,Sand_B,ReservoirSand,2692.1,2753.4,61.3,0.671,0.18,21.1,0.447,0.27
KW-2185,Kimbala-2185,5,Shale_C,Shale,2753.4,2815.2,61.8,0.114,0.074,1.0,0.94,0.68
KW-2185,Kimbala-2185,6,Sand_C,ReservoirSand,2815.2,2888.6,73.5,0.733,0.168,32.3,0.5,0.254
KW-2185,Kimbala-2185,7,Shale_D,Shale,2888.6,2970.2,81.6,0.139,0.067,1.0,0.904,0.711
KW-2185,Kimbala-2185,8,Sand_D,ReservoirSand,2970.2,3067.5,97.3,0.776,0.137,61.2,0.607,0.293
KW-2186,Kimbala-2186,1,Shale_A,Shale,2430.2,2461.1,30.9,0.077,0.063,0.4,0.907,0.523
KW-2186,Kimbala-2186,2,Sand_A,ReservoirSand,2461.1,2483.9,22.8,0.384,0.147,11.3,0.635,0.204
KW-2186,Kimbala-2186,3,Shale_B,Shale,2483.9,2523.3,39.4,0.094,0.066,1.0,0.923,0.717
KW-2186,Kimbala-2186,4,Sand_B,ReservoirSand,2523.3,2565.4,42.1,0.366,0.107,17.8,0.723,0.404
KW-2186,Kimbala-2186,5,Shale_C,Shale,2565.4,2606.1,40.7,0.058,0.064,1.2,0.919,0.72
KW-2186,Kimbala-2186,6,Sand_C,ReservoirSand,2606.1,2658.3,52.2,0.329,0.1,17.6,0.568,0.258
KW-2186,Kimbala-2186,7,Shale_D,Shale,2658.3,2717.2,58.9,0.096,0.033,1.4,0.905,0.645
KW-2186,Kimbala-2186,8,Sand_D,ReservoirSand,2717.2,2790.9,73.7,0.453,0.141,11.2,0.538,0.35
KW-2187,Kimbala-2187,1,Shale_A,Shale,2601.1,2624.7,23.6,0.075,0.052,0.2,0.931,0.669
KW-2187,Kimbala-2187,2,Sand_A,ReservoirSand,2624.7,2650.5,25.8,0.572,0.121,31.9,0.576,0.304
KW-2187,Kimbala-2187,3,Shale_B,Shale,2650.5,2687.7,37.3,0.097,0.054,0.5,0.916,0.694
KW-2187,Kimbala-2187,4,Sand_B,ReservoirSand,2687.7,2730.0,42.3,0.445,0.101,12.4,0.6,0.219
KW-2187,Kimbala-2187,5,Shale_C,Shale,2730.0,2771.5,41.5,0.119,0.069,0.6,0.912,0.912
KW-2187,Kimbala-2187,6,Sand_C,ReservoirSand,2771.5,2823.7,52.2,0.573,0.122,34.7,0.522,0.076
KW-2187,Kimbala-2187,7,Shale_D,Shale,2823.7,2879.2,55.5,0.086,0.036,0.5,0.897,0.645
KW-2187,Kimbala-2187,8,Sand_D,ReservoirSand,2879.2,2950.7,71.6,0.424,0.1,74.4,0.61,0.264
KW-2188,Kimbala-2188,1,Shale_A,Shale,2738.2,2765.4,27.2,0.068,0.065,0.9,0.861,0.807
KW-2188,Kimbala-2188,2,Sand_A,ReservoirSand,2765.4,2788.2,22.8,0.469,0.109,8.2,0.585,0.272
KW-2188,Kimbala-2188,3,Shale_B,Shale,2788.2,2823.5,35.3,0.019,0.07,0.2,0.894,0.666
KW-2188,Kimbala-2188,4,Sand_B,ReservoirSand,2823.5,2860.5,37.0,0.677,0.164,6.9,0.809,0.261
KW-2188,Kimbala-2188,5,Shale_C,Shale,2860.5,2894.9,34.4,0.069,0.075,0.8,0.908,0.794
KW-2188,Kimbala-2188,6,Sand_C,ReservoirSand,2894.9,2954.9,60.0,0.517,0.136,3.9,0.647,0.296
KW-2188,Kimbala-2188,7,Shale_D,Shale,2954.9,3002.8,47.9,0.067,0.079,0.6,0.908,0.574
KW-2188,Kimbala-2188,8,Sand_D,ReservoirSand,3002.8,3066.7,64.0,0.493,0.13,5.6,0.487,0.173
KW-2189,Kimbala-2189,1,Shale_A,Shale,2572.8,2614.3,41.5,0.092,0.052,1.5,0.877,0.543
KW-2189,Kimbala-2189,2,Sand_A,ReservoirSand,2614.3,2648.2,33.8,0.256,0.105,29.6,0.593,0.285
KW-2189,Kimbala-2189,3,Shale_B,Shale,2648.2,2699.7,51.5,0.022,0.077,0.7,0.894,0.781
KW-2189,Kimbala-2189,4,Sand_B,ReservoirSand,2699.7,2760.1,60.4,0.208,0.093,8.1,0.643,0.32
KW-2189,Kimbala-2189,5,Shale_C,Shale,2760.1,2812.4,52.3,0.08,0.059,0.4,0.94,0.75
KW-2189,Kimbala-2189,6,Sand_C,ReservoirSand,2812.4,2887.9,75.5,0.28,0.102,47.6,0.661,0.272
KW-2189,Kimbala-2189,7,Shale_D,Shale,2887.9,2954.9,67.0,0.089,0.064,0.7,0.969,0.681
KW-2189,Kimbala-2189,8,Sand_D,ReservoirSand,2954.9,3049.3,94.4,0.136,0.094,17.4,0.817,0.207
KW-2190,Kimbala-2190,1,Shale_A,Shale,2629.1,2661.0,31.9,0.088,0.074,0.6,0.888,0.753
KW-2190,Kimbala-2190,2,Sand_A,ReservoirSand,2661.0,2686.8,25.8,0.314,0.138,8.4,0.705,0.255
KW-2190,Kimbala-2190,3,Shale_B,Shale,2686.8,2722.9,36.0,0.107,0.049,0.3,0.906,0.756
KW-2190,Kimbala-2190,4,Sand_B,ReservoirSand,2722.9,2765.2,42.3,0.304,0.132,2.1,0.591,0.227
KW-2190,Kimbala-2190,5,Shale_C,Shale,2765.2,2806.8,41.6,0.01,0.062,0.4,0.9,0.647
KW-2190,Kimbala-2190,6,Sand_C,ReservoirSand,2806.8,2855.9,49.1,0.506,0.094,6.1,0.825,0.139
KW-2190,Kimbala-2190,7,Shale_D,Shale,2855.9,2908.8,53.0,0.114,0.067,0.4,0.885,0.595
KW-2190,Kimbala-2190,8,Sand_D,ReservoirSand,2908.8,2973.6,64.7,0.159,0.151,4.9,0.71,0.185
KW-2191,Kimbala-2191,1,Shale_A,Shale,2414.7,2439.6,24.9,0.09,0.077,1.3,0.936,0.843
KW-2191,Kimbala-2191,2,Sand_A,ReservoirSand,2439.6,2459.7,20.1,0.457,0.127,66.7,0.666,0.359
KW-2191,Kimbala-2191,3,Shale_B,Shale,2459.7,2498.7,39.0,0.025,0.076,0.4,0.926,0.49
KW-2191,Kimbala-2191,4,Sand_B,ReservoirSand,2498.7,2541.4,42.7,0.218,0.17,41.8,0.44,0.062
KW-2191,Kimbala-2191,5,Shale_C,Shale,2541.4,2583.2,41.8,0.092,0.063,1.1,0.897,0.887
KW-2191,Kimbala-2191,6,Sand_C,ReservoirSand,2583.2,2638.6,55.4,0.457,0.153,42.8,0.683,0.18
KW-2191,Kimbala-2191,7,Shale_D,Shale,2638.6,2690.6,52.1,0.078,0.054,1.4,0.886,0.701
KW-2191,Kimbala-2191,8,Sand_D,ReservoirSand,2690.6,2751.7,61.1,0.532,0.111,42.2,0.632,0.164
KW-2192,Kimbala-2192,1,Shale_A,Shale,2474.9,2512.4,37.5,0.098,0.05,0.6,0.908,0.818
KW-2192,Kimbala-2192,2,Sand_A,ReservoirSand,2512.4,2546.2,33.8,0.37,0.134,38.8,0.746,0.305
KW-2192,Kimbala-2192,3,Shale_B,Shale,2546.2,2589.4,43.2,0.077,0.064,1.4,0.874,0.888
KW-2192,Kimbala-2192,4,Sand_B,ReservoirSand,2589.4,2643.6,54.2,0.47,0.109,135.3,0.767,0.268
KW-2192,Kimbala-2192,5,Shale_C,Shale,2643.6,2689.6,46.1,0.115,0.071,1.1,0.958,0.696
KW-2192,Kimbala-2192,6,Sand_C,ReservoirSand,2689.6,2758.1,68.5,0.414,0.104,31.7,0.708,0.283
KW-2192,Kimbala-2192,7,Shale_D,Shale,2758.1,2818.7,60.6,0.098,0.031,0.4,0.904,0.603
KW-2192,Kimbala-2192,8,Sand_D,ReservoirSand,2818.7,2888.6,69.9,0.417,0.102,57.4,0.714,0.198
KW-2193,Kimbala-2193,1,Shale_A,Shale,2444.9,2458.0,13.1,0.079,0.057,1.4,0.946,0.621
KW-2193,Kimbala-2193,2,Sand_A,ReservoirSand,2458.0,2468.6,10.6,0.397,0.103,3.3,0.638,0.202
KW-2193,Kimbala-2193,3,Shale_B,Shale,2468.6,2484.2,15.6,0.071,0.021,0.8,0.926,0.622
KW-2193,Kimbala-2193,4,Sand_B,ReservoirSand,2484.2,2501.5,17.3,0.349,0.109,21.9,0.672,0.218
KW-2193,Kimbala-2193,5,Shale_C,Shale,2501.5,2518.9,17.5,0.049,0.086,0.9,0.992,0.702
KW-2193,Kimbala-2193,6,Sand_C,ReservoirSand,2518.9,2541.2,22.3,0.376,0.101,9.1,0.626,0.264
KW-2193,Kimbala-2193,7,Shale_D,Shale,2541.2,2561.1,19.9,0.084,0.037,0.4,0.856,0.829
KW-2193,Kimbala-2193,8,Sand_D,ReservoirSand,2561.1,2587.0,25.8,0.359,0.129,6.3,0.718,0.22
KW-2194,Kimbala-2194,1,Shale_A,Shale,2419.2,2468.8,49.6,0.1,0.051,0.9,0.895,0.689
KW-2194,Kimbala-2194,2,Sand_A,ReservoirSand,2468.8,2504.6,35.9,0.539,0.177,107.4,0.584,0.338
KW-2194,Kimbala-2194,3,Shale_B,Shale,2504.6,2564.2,59.6,0.104,0.046,0.8,0.925,0.702
KW-2194,Kimbala-2194,4,Sand_B,ReservoirSand,2564.2,2617.9,53.7,0.445,0.149,85.9,0.655,0.32
KW-2194,Kimbala-2194,5,Shale_C,Shale,2617.9,2678.8,60.9,0.114,0.056,0.9,0.93,0.682
KW-2194,Kimbala-2194,6,Sand_C,ReservoirSand,2678.8,2767.8,89.0,0.294,0.144,36.5,0.582,0.16
